GAS_ZONES,DRILL_TYPE,gas_well_predet_build_year,gas_well_predet_num,gas_well_total_num
ND,V,2016,0,143703
ND,V,2017,52,143755
ND,V,2014,0,143646
ND,V,2019,338,144510
ND,V,2018,417,144172
NE,H,2011,31,104304
NE,H,2012,0,104304
NE,H,2009,0,104273
NE,H,2019,0,104348
NE,H,2018,3,104348
NE,H,2008,56,104273
NE,H,2010,0,104273
NE,H,2013,0,104304
NE,H,2020,0,104348
NE,H,2015,31,104335
NE,H,2016,9,104344
NE,H,2014,0,104304
NE,H,2017,1,104345
NM,D,1990,1,4323
NM,H,1990,21,84003
NM,V,1990,4,16048
NM,D,1993,116,4559
NM,H,1993,2258,88593
NM,V,1993,431,16925
NM,D,1994,101,4661
NM,H,1994,1969,90561
NM,V,1994,376,17301
NM,D,1991,120,4443
NM,H,1991,2332,86334
NM,V,1991,445,16494
NM,D,1992,0,4443
NM,H,1992,0,86334
NM,V,1992,0,16494
NM,D,1999,0,4864
NM,H,1999,0,94511
NM,V,1999,0,18056
NM,D,2000,329,5193
NM,H,2000,6391,100902
NM,V,2000,1221,19277
NM,D,2001,53,5245
NM,H,2001,1021,101924
NM,V,2001,195,19472
NM,D,2002,27,5272
NM,H,2002,528,102452
NM,V,2002,101,19573
NM,D,2003,51,5323
NM,H,2003,988,103439
NM,V,2003,189,19761
NM,D,2004,61,5384
NM,H,2004,1186,104626
NM,V,2004,227,19988
NM,D,2005,66,5450
NM,H,2005,1274,105900
NM,V,2005,243,20231
NM,D,2006,61,5511
NM,H,2006,1189,107088
NM,V,2006,227,20459
NM,D,2007,42,5553
NM,H,2007,813,107901
NM,V,2007,155,20614
NM,D,1995,9,4670
NM,H,1995,175,90737
NM,V,1995,34,17335
NM,D,1996,26,4695
NM,H,1996,502,91239
NM,V,1996,96,17431
NM,D,1997,136,4832
NM,H,1997,2645,93884
NM,V,1997,505,17936
NM,D,1998,32,4864
NM,H,1998,627,94511
NM,V,1998,120,18056
NM,D,2012,9,5650
NM,H,2012,169,109793
NM,V,2012,32,20975
NM,D,2013,0,5650
NM,H,2013,0,109793
NM,V,2013,0,20975
NM,D,2014,5,5655
NM,H,2014,101,109893
NM,V,2014,19,20994
NM,D,2015,14,5669
NM,H,2015,269,110162
NM,V,2015,51,21046
NM,D,2016,0,5669
NM,H,2016,0,110162
NM,V,2016,0,21046
NM,D,2017,0,5669
NM,H,2017,0,110162
NM,V,2017,0,21046
NM,D,2018,0,5669
NM,H,2018,0,110162
NM,V,2018,0,21046
NM,D,2019,0,5669
NM,H,2019,0,110162
NM,V,2019,0,21046
NM,D,2020,0,5669
NM,H,2020,0,110162
NM,V,2020,0,21046
NM,D,2008,66,5619
NM,H,2008,1285,109187
NM,V,2008,246,20859
NM,D,2009,22,5642
NM,H,2009,437,109624
NM,V,2009,83,20943
NM,D,2010,0,5642
NM,H,2010,0,109624
NM,V,2010,0,20943
NM,D,2011,0,5642
NM,H,2011,0,109624
NM,V,2011,0,20943
NV,H,2020,0,104348
NY,V,1995,127,70585
NY,H,1995,123,68759
NY,V,1996,37,70622
NY,H,1996,37,68796
NY,V,1997,0,70622
NY,H,1997,0,68796
NY,V,1998,87,70710
NY,H,1998,85,68880
NY,V,1999,263,70973
NY,H,1999,256,69136
NY,V,2000,0,70973
NY,H,2000,0,69136
NY,V,2001,70,71042
NY,H,2001,68,69205
NY,V,2002,295,71338
NY,H,2002,288,69492
NY,V,2003,0,71338
NY,H,2003,0,69492
NY,V,1989,754,70089
NY,H,1989,734,68276
NY,V,1990,112,70201
NY,H,1990,109,68385
NY,V,1991,107,70308
NY,H,1991,105,68490
NY,V,1992,86,70394
NY,H,1992,83,68573
NY,V,1993,0,70394
NY,H,1993,0,68573
NY,V,1994,64,70458
NY,H,1994,63,68636
NY,V,2009,0,71961
NY,H,2009,0,70100
NY,V,2010,55,72016
NY,H,2010,53,70153
NY,V,2011,322,72338
NY,H,2011,314,70467
NY,V,2012,182,72520
NY,H,2012,177,70644
NY,V,2013,0,72520
NY,H,2013,0,70644
NY,V,2014,33,72553
NY,H,2014,33,70677
NY,V,2015,0,72553
NY,H,2015,0,70677
NY,V,2016,10,72563
NY,H,2016,9,70686
NY,V,2004,0,71338
NY,H,2004,0,69492
NY,V,2005,0,71338
NY,H,2005,0,69492
NY,V,2006,272,71609
NY,H,2006,264,69757
NY,V,2007,352,71961
NY,H,2007,343,70100
NY,V,2008,0,71961
NY,H,2008,0,70100
NY,V,2017,0,72563
NY,H,2017,0,70686
NY,V,2018,0,72563
NY,H,2018,0,70686
NY,V,2019,0,72563
NY,H,2019,0,70686
NY,V,2020,0,72563
NY,H,2020,0,70686
OH,V,1990,136,168322
OH,V,1991,174,168496
OH,V,1989,23389,168186
OH,V,1994,0,168520
OH,V,1995,0,168520
OH,V,1992,24,168520
OH,V,1993,0,168520
OH,V,2001,20,168540
OH,V,2002,676,169216
OH,V,2003,0,169216
OH,V,2004,0,169216
OH,V,2005,0,169216
OH,V,2006,210,169426
OH,V,2007,471,169897
OH,V,2008,0,169897
OH,V,1996,0,168520
OH,V,1997,0,168520
OH,V,1998,0,168520
OH,V,1999,0,168520
OH,V,2000,0,168520
OH,V,2014,256,170700
OH,V,2015,0,170700
OH,V,2016,1219,171919
OH,V,2017,0,171919
OH,V,2018,0,171919
OH,V,2019,103,172022
OH,V,2020,0,172022
OH,V,2012,0,170444
OH,V,2009,547,170444
OH,V,2010,0,170444
OH,V,2011,0,170444
OH,V,2013,0,170444
OK,V,2003,45,8239
OK,H,2003,998,184526
OK,D,2003,12,2239
OK,V,1996,0,7682
OK,H,1996,0,172040
OK,D,1996,0,2087
OK,V,1997,0,7682
OK,H,1997,1,172041
OK,D,1997,0,2087
OK,V,1998,16,7697
OK,H,1998,347,172388
OK,D,1998,4,2091
OK,V,1999,0,7697
OK,H,1999,0,172388
OK,D,1999,0,2091
OK,V,2000,0,7697
OK,H,2000,0,172388
OK,D,2000,0,2091
OK,V,2001,472,8169
OK,H,2001,10565,182953
OK,D,2001,128,2220
OK,V,2002,26,8195
OK,H,2002,574,183528
OK,D,2002,7,2227
OK,V,1989,194,7463
OK,H,1989,4354,167133
OK,D,1989,53,2028
OK,V,1990,0,7463
OK,H,1990,0,167133
OK,D,1990,0,2028
OK,V,1991,155,7618
OK,H,1991,3472,170605
OK,D,1991,42,2070
OK,V,1992,29,7647
OK,H,1992,649,171254
OK,D,1992,8,2078
OK,V,1993,9,7656
OK,H,1993,204,171458
OK,D,1993,2,2080
OK,V,1994,0,7656
OK,H,1994,3,171461
OK,D,1994,0,2080
OK,V,1995,26,7682
OK,H,1995,579,172040
OK,D,1995,7,2087
OK,V,2008,150,8560
OK,H,2008,3366,191705
OK,D,2008,41,2326
OK,V,2009,71,8631
OK,H,2009,1589,193294
OK,D,2009,19,2345
OK,V,2010,17,8648
OK,H,2010,379,193673
OK,D,2010,5,2350
OK,V,2011,326,8974
OK,H,2011,7298,200970
OK,D,2011,89,2438
OK,V,2012,0,8974
OK,H,2012,0,200970
OK,D,2012,0,2438
OK,V,2013,0,8974
OK,H,2013,0,200970
OK,D,2013,0,2438
OK,V,2014,0,8974
OK,H,2014,0,200970
OK,D,2014,0,2438
OK,V,2015,0,8974
OK,H,2015,0,200970
OK,D,2015,0,2438
OK,V,2016,0,8974
OK,H,2016,0,200970
OK,D,2016,0,2438
OK,V,2004,54,8293
OK,H,2004,1209,185735
OK,D,2004,15,2253
OK,V,2005,46,8339
OK,H,2005,1033,186769
OK,D,2005,13,2266
OK,V,2006,57,8397
OK,H,2006,1283,188052
OK,D,2006,16,2281
OK,V,2007,13,8410
OK,H,2007,288,188340
OK,D,2007,3,2285
OK,V,2020,0,8974
OK,H,2020,0,200970
OK,D,2020,0,2438
OK,V,2017,0,8974
OK,H,2017,0,200970
OK,D,2017,0,2438
OK,V,2018,0,8974
OK,H,2018,0,200970
OK,D,2018,0,2438
OK,V,2019,0,8974
OK,H,2019,0,200970
OK,D,2019,0,2438
OR,V,2009,0,22823
OR,D,2009,1,157437
OR,H,2009,0,32124
OR,V,2010,0,22823
OR,D,2010,1,157438
OR,H,2010,0,32124
OR,V,2011,0,22824
OR,D,2011,1,157440
OR,H,2011,0,32125
OR,V,2012,0,22824
OR,D,2012,0,157440
OR,H,2012,0,32125
OR,V,2013,0,22824
OR,D,2013,0,157440
OR,H,2013,0,32125
OR,V,2014,0,22824
OR,D,2014,0,157440
OR,H,2014,0,32125
OR,V,2015,0,22824
OR,D,2015,1,157440
OR,H,2015,0,32125
OR,V,2016,0,22824
OR,D,2016,2,157443
OR,H,2016,0,32125
OR,V,2017,0,22824
OR,D,2017,0,157443
OR,H,2017,0,32125
OR,V,2018,0,22824
OR,D,2018,0,157443
OR,H,2018,0,32125
OR,V,2019,0,22824
OR,D,2019,0,157443
OR,H,2019,0,32125
OR,V,2020,0,22824
OR,D,2020,0,157443
OR,H,2020,0,32125
PA,V,1992,0,1438
PA,H,1992,0,213914
PA,D,1992,0,4
PA,V,1996,5,1444
PA,H,1996,762,214825
PA,D,1996,0,4
PA,V,1993,1,1439
PA,H,1993,99,214014
PA,D,1993,0,4
PA,V,1994,0,1439
PA,H,1994,50,214063
PA,D,1994,0,4
PA,V,1995,0,1439
PA,H,1995,0,214063
PA,D,1995,0,4
PA,V,2000,81,1547
PA,H,2000,12096,230047
PA,D,2000,0,5
PA,V,1997,6,1450
PA,H,1997,894,215719
PA,D,1997,0,4
PA,V,1998,0,1450
PA,H,1998,0,215719
PA,D,1998,0,4
PA,V,1999,15,1465
PA,H,1999,2231,217950
PA,D,1999,0,4
PA,V,1989,13,1432
PA,H,1989,1952,212921
PA,D,1989,0,4
PA,V,1990,2,1434
PA,H,1990,298,213219
PA,D,1990,0,4
PA,V,1991,5,1438
PA,H,1991,695,213914
PA,D,1991,0,4
PA,V,2006,21,1638
PA,H,2006,3075,243705
PA,D,2006,0,5
PA,V,2007,20,1658
PA,H,2007,2930,246635
PA,D,2007,0,5
PA,V,2008,20,1678
PA,H,2008,2911,249546
PA,D,2008,0,5
PA,V,2009,12,1689
PA,H,2009,1713,251260
PA,D,2009,0,5
PA,V,2010,0,1689
PA,H,2010,0,251260
PA,D,2010,0,5
PA,V,2011,116,1805
PA,H,2011,17199,268459
PA,D,2011,0,5
PA,V,2012,7,1812
PA,H,2012,1100,269558
PA,D,2012,0,5
PA,V,2013,0,1812
PA,H,2013,0,269558
PA,D,2013,0,5
PA,V,2001,27,1574
PA,H,2001,4073,234119
PA,D,2001,0,5
PA,V,2002,5,1579
PA,H,2002,725,234844
PA,D,2002,0,5
PA,V,2003,11,1590
PA,H,2003,1596,236441
PA,D,2003,0,5
PA,V,2004,12,1602
PA,H,2004,1778,238219
PA,D,2004,0,5
PA,V,2005,16,1618
PA,H,2005,2411,240629
PA,D,2005,0,5
PA,V,2019,5,1879
PA,H,2019,709,279437
PA,D,2019,0,6
PA,V,2020,0,1879
PA,H,2020,0,279437
PA,D,2020,0,6
PA,V,2016,0,1867
PA,H,2016,0,277716
PA,D,2016,0,6
PA,V,2017,3,1870
PA,H,2017,392,278109
PA,D,2017,0,6
PA,V,2014,39,1851
PA,H,2014,5744,275303
PA,D,2014,0,6
PA,V,2015,16,1867
PA,H,2015,2414,277716
PA,D,2015,0,6
PA,V,2018,4,1874
PA,H,2018,619,278727
PA,D,2018,0,6
SD,V,2009,17,281338
SD,V,2010,13,281351
SD,V,2012,4,281408
SD,V,2013,0,281408
SD,V,2014,0,281408
SD,V,2011,53,281404
SD,V,2020,0,281412
SD,V,2016,0,281408
SD,V,2017,0,281408
SD,V,2018,0,281408
SD,V,2015,0,281408
SD,V,2019,4,281412
TN,V,2006,0,281451
TN,V,2007,0,281451
TN,V,2008,0,281451
TN,V,2010,0,281476
TN,V,2011,797,282273
TN,V,2012,0,282273
TN,V,2009,25,281476
TN,V,2005,39,281451
TN,V,2018,0,282335
TN,V,2019,0,282335
TN,V,2020,0,282335
TN,V,2016,0,282335
TN,V,2013,62,282335
TN,V,2014,0,282335
TN,V,2015,0,282335
TN,V,2017,0,282335
TX,V,2016,0,26136
TX,D,2016,0,9143
TX,H,2016,0,366513
TX,V,2018,0,26136
TX,D,2018,0,9143
TX,H,2018,0,366513
TX,V,2019,0,26136
TX,D,2019,0,9143
TX,H,2019,0,366513
TX,V,2020,0,26136
TX,D,2020,0,9143
TX,H,2020,0,366513
TX,V,2017,0,26136
TX,D,2017,0,9143
TX,H,2017,0,366513
TX,V,2013,57,26049
TX,D,2013,20,9112
TX,H,2013,800,365301
TX,V,2014,86,26136
TX,D,2014,30,9143
TX,H,2014,1211,366513
TX,V,2015,0,26136
TX,D,2015,0,9143
TX,H,2015,0,366513
TX,V,1989,1255,19621
TX,D,1989,439,6864
TX,H,1989,17605,275151
TX,V,1990,147,19768
TX,D,1990,51,6915
TX,H,1990,2060,277211
TX,V,1991,0,19768
TX,D,1991,0,6915
TX,H,1991,0,277211
TX,V,1992,0,19768
TX,D,1992,0,6915
TX,H,1992,0,277211
TX,V,1993,52,19820
TX,D,1993,18,6933
TX,H,1993,732,277943
TX,V,1994,101,19921
TX,D,1994,35,6969
TX,H,1994,1417,279360
TX,V,1995,389,20310
TX,D,1995,136,7105
TX,H,1995,5456,284816
TX,V,1996,0,20310
TX,D,1996,0,7105
TX,H,1996,0,284816
TX,V,1997,191,20500
TX,D,1997,67,7171
TX,H,1997,2674,287489
TX,V,1998,129,20630
TX,D,1998,45,7217
TX,H,1998,1814,289304
TX,V,1999,0,20630
TX,D,1999,0,7217
TX,H,1999,0,289304
TX,V,2000,121,20751
TX,D,2000,42,7259
TX,H,2000,1701,291005
TX,V,2001,203,20955
TX,D,2001,71,7330
TX,H,2001,2852,293857
TX,V,2002,135,21090
TX,D,2002,47,7377
TX,H,2002,1893,295750
TX,V,2003,182,21271
TX,D,2003,64,7441
TX,H,2003,2548,298298
TX,V,2004,238,21510
TX,D,2004,83,7524
TX,H,2004,3343,301641
TX,V,2005,168,21678
TX,D,2005,59,7583
TX,H,2005,2363,304004
TX,V,2006,0,21678
TX,D,2006,0,7583
TX,H,2006,0,304004
TX,V,2007,141,21819
TX,D,2007,49,7633
TX,H,2007,1980,305984
TX,V,2008,723,22543
TX,D,2008,253,7886
TX,H,2008,10144,316128
TX,V,2009,395,22938
TX,D,2009,138,8024
TX,H,2009,5543,321670
TX,V,2010,98,23036
TX,D,2010,34,8058
TX,H,2010,1375,323045
TX,V,2011,2909,25945
TX,D,2011,1018,9076
TX,H,2011,40801,363846
TX,V,2012,47,25992
TX,D,2012,16,9092
TX,H,2012,656,364501
UT,D,2000,1035,564883
UT,H,2000,72,39180
UT,V,2000,518,282678
UT,D,2001,269,565152
UT,H,2001,19,39199
UT,V,2001,135,282813
UT,D,2002,0,565152
UT,H,2002,0,39199
UT,V,2002,0,282813
UT,D,2003,137,565289
UT,H,2003,9,39208
UT,V,2003,69,282882
UT,D,2004,278,565567
UT,H,2004,19,39228
UT,V,2004,139,283021
UT,D,2005,277,565845
UT,H,2005,19,39247
UT,V,2005,139,283160
UT,D,2006,488,566332
UT,H,2006,34,39281
UT,V,2006,244,283404
UT,D,2007,216,566548
UT,H,2007,15,39296
UT,V,2007,108,283512
UT,D,2008,243,566791
UT,H,2008,17,39312
UT,V,2008,121,283633
UT,D,2009,125,566916
UT,H,2009,9,39321
UT,V,2009,62,283696
UT,D,2010,192,567108
UT,H,2010,13,39334
UT,V,2010,96,283792
UT,D,2011,973,568081
UT,H,2011,68,39402
UT,V,2011,487,284279
UT,D,2012,330,568411
UT,H,2012,23,39425
UT,V,2012,165,284444
UT,D,2013,114,568525
UT,H,2013,8,39433
UT,V,2013,57,284501
UT,D,2014,151,568676
UT,H,2014,10,39443
UT,V,2014,76,284577
UT,D,2015,29,568705
UT,H,2015,2,39445
UT,V,2015,15,284591
UT,D,2016,0,568705
UT,H,2016,0,39445
UT,V,2016,0,284591
UT,D,2017,0,568705
UT,H,2017,0,39445
UT,V,2017,0,284591
UT,D,2018,0,568705
UT,H,2018,0,39445
UT,V,2018,0,284591
UT,D,2019,0,568705
UT,H,2019,0,39445
UT,V,2019,0,284591
UT,D,2020,83,568789
UT,H,2020,6,39451
UT,V,2020,42,284633
VA,V,1989,296,566972
VA,H,1989,170,326367
VA,V,1990,43,567014
VA,H,1990,24,326392
VA,V,1991,43,567057
VA,H,1991,24,326416
VA,V,1992,169,567226
VA,H,1992,98,326514
VA,V,1993,173,567400
VA,H,1993,100,326613
VA,V,1994,28,567428
VA,H,1994,16,326629
VA,V,1995,128,567555
VA,H,1995,73,326703
VA,V,1996,0,567555
VA,H,1996,0,326703
VA,V,1997,238,567793
VA,H,1997,137,326840
VA,V,1998,217,568010
VA,H,1998,125,326965
VA,V,1999,231,568241
VA,H,1999,133,327098
VA,V,2000,190,568431
VA,H,2000,109,327207
VA,V,2001,298,568729
VA,H,2001,172,327379
VA,V,2002,0,568729
VA,H,2002,0,327379
VA,V,2003,49,568778
VA,H,2003,28,327407
VA,V,2004,231,569009
VA,H,2004,133,327540
VA,V,2005,166,569176
VA,H,2005,96,327635
VA,V,2006,664,569840
VA,H,2006,383,328018
VA,V,2007,353,570193
VA,H,2007,203,328221
VA,V,2008,439,570631
VA,H,2008,252,328474
VA,V,2009,557,571188
VA,H,2009,320,328794
VA,V,2010,106,571294
VA,H,2010,61,328855
VA,V,2011,197,571491
VA,H,2011,114,328969
VA,V,2012,59,571550
VA,H,2012,34,329003
VA,V,2013,52,571602
VA,H,2013,30,329033
VA,V,2014,67,571669
VA,H,2014,38,329071
VA,V,2015,32,571701
VA,H,2015,18,329089
VA,V,2016,26,571727
VA,H,2016,15,329104
VA,V,2017,0,571727
VA,H,2017,0,329104
VA,V,2018,0,571727
VA,H,2018,0,329104
VA,V,2019,10,571736
VA,H,2019,5,329110
VA,V,2020,1,571737
VA,H,2020,0,329110
WV,H,1989,1451,891391
WV,V,1989,18,10925
WV,H,1990,1245,892635
WV,V,1990,15,10941
WV,H,1991,296,892932
WV,V,1991,4,10944
WV,H,1992,445,893376
WV,V,1992,5,10950
WV,H,1993,0,893376
WV,V,1993,0,10950
WV,H,1994,6040,899416
WV,V,1994,74,11024
WV,H,1995,0,899416
WV,V,1995,0,11024
WV,H,1996,0,899416
WV,V,1996,0,11024
WV,H,1997,0,899416
WV,V,1997,0,11024
WV,H,1998,7974,907391
WV,V,1998,98,11121
WV,H,1999,0,907391
WV,V,1999,0,11121
WV,H,2000,5829,913219
WV,V,2000,71,11193
WV,H,2001,0,913219
WV,V,2001,0,11193
WV,H,2002,2964,916183
WV,V,2002,36,11229
WV,H,2003,1188,917371
WV,V,2003,15,11244
WV,H,2004,903,918274
WV,V,2004,11,11255
WV,H,2005,2191,920465
WV,V,2005,27,11282
WV,H,2006,3624,924089
WV,V,2006,44,11326
WV,H,2007,0,924089
WV,V,2007,0,11326
WV,H,2008,1135,925224
WV,V,2008,14,11340
WV,H,2009,1223,926447
WV,V,2009,15,11355
WV,H,2010,1873,928320
WV,V,2010,23,11378
WV,H,2011,0,928320
WV,V,2011,0,11378
WV,H,2012,17,928337
WV,V,2012,0,11378
WV,H,2013,0,928337
WV,V,2013,0,11378
WV,H,2014,2927,931264
WV,V,2014,36,11414
WV,H,2015,0,931264
WV,V,2015,0,11414
WV,H,2016,4238,935502
WV,V,2016,52,11466
WV,H,2017,0,935502
WV,V,2017,0,11466
WV,H,2018,0,935502
WV,V,2018,0,11466
WV,H,2019,1791,937293
WV,V,2019,22,11488
WV,H,2020,0,937293
WV,V,2020,0,11488
WY,H,2002,91,64881
WY,D,2002,1109,788061
WY,V,2002,137,97176
WY,H,2003,174,65054
WY,D,2003,2112,790173
WY,V,2003,260,97437
WY,H,2004,143,65197
WY,D,2004,1734,791907
WY,V,2004,214,97650
WY,H,2005,238,65435
WY,D,2005,2895,794801
WY,V,2005,357,98007
WY,H,2006,90,65525
WY,D,2006,1093,795895
WY,V,2006,135,98142
WY,H,2007,157,65682
WY,D,2007,1906,797801
WY,V,2007,235,98377
WY,H,2008,111,65793
WY,D,2008,1343,799143
WY,V,2008,166,98543
WY,H,2009,0,65793
WY,D,2009,0,799143
WY,V,2009,0,98543
WY,H,2010,28,65821
WY,D,2010,343,799487
WY,V,2010,42,98585
WY,H,2011,309,66130
WY,D,2011,3757,803243
WY,V,2011,463,99048
WY,H,2012,0,66130
WY,D,2012,0,803243
WY,V,2012,0,99048
WY,H,2013,0,66130
WY,D,2013,0,803243
WY,V,2013,0,99048
WY,H,2014,0,66130
WY,D,2014,0,803243
WY,V,2014,0,99048
WY,H,2015,0,66130
WY,D,2015,0,803243
WY,V,2015,0,99048
WY,H,2016,0,66130
WY,D,2016,0,803243
WY,V,2016,0,99048
WY,H,2017,0,66130
WY,D,2017,0,803243
WY,V,2017,0,99048
WY,H,2018,0,66130
WY,D,2018,0,803243
WY,V,2018,0,99048
WY,H,2019,0,66130
WY,D,2019,0,803243
WY,V,2019,0,99048
WY,H,2020,0,66130
WY,D,2020,0,803243
WY,V,2020,0,99048
