BLD_YRS_FOR_GAS_D_LINE_1,BLD_YRS_FOR_GAS_D_LINE_2,BLD_YRS_FOR_GAS_D_LINE_3,BuildDirectionalGl
UT,NV,2006,0.0
UT,NV,2007,0.0
UT,NV,2008,0.0
UT,NV,2009,0.0
UT,NV,2010,150365.0
UT,NV,2011,1831342.0
UT,NV,2012,0.0
UT,NV,2013,0.0
UT,NV,2014,0.0
UT,NV,2015,0.0
UT,NV,2016,0.0
UT,NV,2017,0.0
UT,NV,2018,0.0
UT,NV,2019,0.0
UT,NV,2020,0.0
UT,NV,2021,0.0
UT,NV,2022,0.0
UT,WY,1990,538203.0
UT,WY,1994,114070.0
UT,WY,1995,0.0
UT,WY,1996,0.0
UT,WY,1997,0.0
UT,WY,1998,88145.0
UT,WY,1999,0.0
UT,WY,2000,0.0
UT,WY,2001,0.0
UT,WY,2002,0.0
UT,WY,2003,0.0
UT,WY,2004,0.0
UT,WY,2005,0.0
UT,WY,2006,0.0
UT,WY,2007,421022.0
UT,WY,2008,0.0
UT,WY,2009,0.0
UT,WY,2010,342210.0
UT,WY,2011,0.0
UT,WY,2012,0.0
UT,WY,2013,0.0
UT,WY,2014,0.0
UT,WY,2015,0.0
UT,WY,2016,0.0
UT,WY,2017,0.0
UT,WY,2018,0.0
UT,WY,2019,0.0
UT,WY,2020,0.0
UT,WY,2021,0.0
UT,WY,2022,0.0
VA,DC,1990,103700.0
VA,DC,1994,20740.0
VA,DC,1995,0.0
VA,DC,1996,0.0
VA,DC,1997,0.0
VA,DC,1998,0.0
VA,DC,1999,0.0
VA,DC,2000,0.0
VA,DC,2001,0.0
VA,DC,2002,0.0
VA,DC,2003,62220.0
VA,DC,2004,0.0
VA,DC,2005,0.0
VA,DC,2006,0.0
VA,DC,2007,0.0
VA,DC,2008,0.0
VA,DC,2009,0.0
VA,DC,2010,0.0
VA,DC,2011,0.0
VA,DC,2012,0.0
VA,DC,2013,0.0
VA,DC,2014,0.0
VA,DC,2015,0.0
VA,DC,2016,0.0
VA,DC,2017,0.0
VA,DC,2018,0.0
VA,DC,2019,0.0
VA,DC,2020,0.0
VA,DC,2021,0.0
VA,DC,2022,0.0
VA,MD,1990,3157665.0
VA,MD,1994,174216.0
VA,MD,1995,606645.0
VA,MD,1996,0.0
VA,MD,1997,55998.0
VA,MD,1998,13481.0
VA,MD,1999,0.0
VA,MD,2000,0.0
VA,MD,2001,0.0
VA,MD,2002,0.0
VA,MD,2003,0.0
VA,MD,2004,0.0
VA,MD,2005,449021.0
VA,MD,2006,0.0
VA,MD,2007,171105.0
VA,MD,2008,725900.0
VA,MD,2009,0.0
VA,MD,2010,0.0
VA,MD,2011,0.0
VA,MD,2012,0.0
VA,MD,2013,0.0
VA,MD,2014,0.0
VA,MD,2015,0.0
VA,MD,2016,136884.0
VA,MD,2017,110959.0
VA,MD,2018,518500.0
VA,MD,2019,0.0
VA,MD,2020,0.0
VA,MD,2021,0.0
VA,MD,2022,0.0
VA,NC,1990,25925.0
VA,NC,1994,435540.0
VA,NC,1995,0.0
VA,NC,1996,0.0
VA,NC,1997,0.0
VA,NC,1998,12444.0
VA,NC,1999,0.0
VA,NC,2000,0.0
VA,NC,2001,0.0
VA,NC,2002,0.0
VA,NC,2003,326655.0
VA,NC,2004,0.0
VA,NC,2005,0.0
VA,NC,2006,0.0
VA,NC,2007,0.0
VA,NC,2008,264435.0
VA,NC,2009,0.0
VA,NC,2010,0.0
VA,NC,2011,0.0
VA,NC,2012,0.0
VA,NC,2013,0.0
VA,NC,2014,0.0
VA,NC,2015,1109590.0
VA,NC,2016,0.0
VA,NC,2017,462502.0
VA,NC,2018,598349.0
VA,NC,2019,0.0
VA,NC,2020,0.0
VA,NC,2021,306952.0
VA,NC,2022,0.0
VA,TN,1990,13481.0
VA,TN,1994,2074.0
VA,TN,1995,0.0
VA,TN,1996,11407.0
VA,TN,1997,24888.0
VA,TN,1998,0.0
VA,TN,1999,0.0
VA,TN,2000,0.0
VA,TN,2001,0.0
VA,TN,2002,0.0
VA,TN,2003,0.0
VA,TN,2004,0.0
VA,TN,2005,0.0
VA,TN,2006,20740.0
VA,TN,2007,0.0
VA,TN,2008,0.0
VA,TN,2009,0.0
VA,TN,2010,0.0
VA,TN,2011,155550.0
VA,TN,2012,0.0
VA,TN,2013,0.0
VA,TN,2014,0.0
VA,TN,2015,0.0
VA,TN,2016,0.0
VA,TN,2017,0.0
VA,TN,2018,0.0
VA,TN,2019,0.0
VA,TN,2020,0.0
VA,TN,2021,0.0
VA,TN,2022,0.0
WA,ID,1990,61183.0
WA,ID,1994,0.0
WA,ID,1995,0.0
WA,ID,1996,0.0
WA,ID,1997,0.0
WA,ID,1998,0.0
WA,ID,1999,0.0
WA,ID,2000,0.0
WA,ID,2001,0.0
WA,ID,2002,0.0
WA,ID,2003,0.0
WA,ID,2004,0.0
WA,ID,2005,0.0
WA,ID,2006,0.0
WA,ID,2007,0.0
WA,ID,2008,0.0
WA,ID,2009,0.0
WA,ID,2010,0.0
WA,ID,2011,0.0
WA,ID,2012,0.0
WA,ID,2013,0.0
WA,ID,2014,0.0
WA,ID,2015,0.0
WA,ID,2016,0.0
WA,ID,2017,0.0
WA,ID,2018,0.0
WA,ID,2019,0.0
WA,ID,2020,0.0
WA,ID,2021,0.0
WA,ID,2022,0.0
WA,OR,1990,2486726.0
WA,OR,1994,970632.0
WA,OR,1995,5185.0
WA,OR,1996,0.0
WA,OR,1997,0.0
WA,OR,1998,76738.0
WA,OR,1999,0.0
WA,OR,2000,0.0
WA,OR,2001,0.0
WA,OR,2002,214659.0
WA,OR,2003,0.0
WA,OR,2004,0.0
WA,OR,2005,0.0
WA,OR,2006,0.0
WA,OR,2007,0.0
WA,OR,2008,0.0
WA,OR,2009,0.0
WA,OR,2010,0.0
WA,OR,2011,0.0
WA,OR,2012,0.0
WA,OR,2013,0.0
WA,OR,2014,0.0
WA,OR,2015,0.0
WA,OR,2016,0.0
WA,OR,2017,0.0
WA,OR,2018,0.0
WA,OR,2019,0.0
WA,OR,2020,0.0
WA,OR,2021,0.0
WA,OR,2022,0.0
WI,IL,1990,570350.0
WI,IL,1994,0.0
WI,IL,1995,0.0
WI,IL,1996,0.0
WI,IL,1997,0.0
WI,IL,1998,0.0
WI,IL,1999,113033.0
WI,IL,2000,0.0
WI,IL,2001,42517.0
WI,IL,2002,0.0
WI,IL,2003,0.0
WI,IL,2004,0.0
WI,IL,2005,0.0
WI,IL,2006,0.0
WI,IL,2007,0.0
WI,IL,2008,0.0
WI,IL,2009,0.0
WI,IL,2010,0.0
WI,IL,2011,0.0
WI,IL,2012,0.0
WI,IL,2013,0.0
WI,IL,2014,0.0
WI,IL,2015,0.0
WI,IL,2016,0.0
WI,IL,2017,0.0
WI,IL,2018,0.0
WI,IL,2019,0.0
WI,IL,2020,0.0
WI,IL,2021,0.0
WI,IL,2022,0.0
WI,MI,1990,1773270.0
WI,MI,1994,642940.0
WI,MI,1995,0.0
WI,MI,1996,0.0
WI,MI,1997,0.0
WI,MI,1998,130662.0
WI,MI,1999,0.0
WI,MI,2000,0.0
WI,MI,2001,0.0
WI,MI,2002,0.0
WI,MI,2003,0.0
WI,MI,2004,0.0
WI,MI,2005,0.0
WI,MI,2006,0.0
WI,MI,2007,0.0
WI,MI,2008,0.0
WI,MI,2009,0.0
WI,MI,2010,0.0
WI,MI,2011,0.0
WI,MI,2012,0.0
WI,MI,2013,0.0
WI,MI,2014,0.0
WI,MI,2015,0.0
WI,MI,2016,0.0
WI,MI,2017,0.0
WI,MI,2018,0.0
WI,MI,2019,0.0
WI,MI,2020,0.0
WI,MI,2021,0.0
WI,MI,2022,0.0
WI,MN,1990,2308362.0
WI,MN,1994,0.0
WI,MN,1995,0.0
WI,MN,1996,0.0
WI,MN,1997,0.0
WI,MN,1998,0.0
WI,MN,1999,0.0
WI,MN,2000,0.0
WI,MN,2001,0.0
WI,MN,2002,0.0
WI,MN,2003,0.0
WI,MN,2004,0.0
WI,MN,2005,0.0
WI,MN,2006,0.0
WI,MN,2007,0.0
WI,MN,2008,0.0
WI,MN,2009,0.0
WI,MN,2010,0.0
WI,MN,2011,0.0
WI,MN,2012,0.0
WI,MN,2013,0.0
WI,MN,2014,0.0
WI,MN,2015,0.0
WI,MN,2016,0.0
WI,MN,2017,0.0
WI,MN,2018,0.0
WI,MN,2019,0.0
WI,MN,2020,0.0
WI,MN,2021,0.0
WI,MN,2022,0.0
WV,KY,1990,78812.0
WV,KY,1994,0.0
WV,KY,1995,0.0
WV,KY,1996,0.0
WV,KY,1997,0.0
WV,KY,1998,0.0
WV,KY,1999,0.0
WV,KY,2000,0.0
WV,KY,2001,0.0
WV,KY,2002,0.0
WV,KY,2003,0.0
WV,KY,2004,0.0
WV,KY,2005,0.0
WV,KY,2006,0.0
WV,KY,2007,0.0
WV,KY,2008,0.0
WV,KY,2009,0.0
WV,KY,2010,0.0
WV,KY,2011,0.0
WV,KY,2012,0.0
WV,KY,2013,460428.0
WV,KY,2014,0.0
WV,KY,2015,1483947.0
WV,KY,2016,454206.0
WV,KY,2017,0.0
WV,KY,2018,323544.0
WV,KY,2019,891820.0
WV,KY,2020,484279.0
WV,KY,2021,0.0
WV,KY,2022,0.0
WV,MD,1990,4148.0
WV,MD,1994,0.0
WV,MD,1995,0.0
WV,MD,1996,0.0
WV,MD,1997,0.0
WV,MD,1998,0.0
WV,MD,1999,0.0
WV,MD,2000,0.0
WV,MD,2001,0.0
WV,MD,2002,0.0
WV,MD,2003,0.0
WV,MD,2004,0.0
WV,MD,2005,0.0
WV,MD,2006,0.0
WV,MD,2007,0.0
WV,MD,2008,0.0
WV,MD,2009,0.0
WV,MD,2010,0.0
WV,MD,2011,0.0
WV,MD,2012,0.0
WV,MD,2013,0.0
WV,MD,2014,0.0
WV,MD,2015,0.0
WV,MD,2016,0.0
WV,MD,2017,0.0
WV,MD,2018,0.0
WV,MD,2019,0.0
WV,MD,2020,0.0
WV,MD,2021,0.0
WV,MD,2022,0.0
WV,OH,1990,1672681.0
WV,OH,1994,0.0
WV,OH,1995,0.0
WV,OH,1996,0.0
WV,OH,1997,0.0
WV,OH,1998,22814.0
WV,OH,1999,0.0
WV,OH,2000,0.0
WV,OH,2001,0.0
WV,OH,2002,0.0
WV,OH,2003,0.0
WV,OH,2004,0.0
WV,OH,2005,0.0
WV,OH,2006,0.0
WV,OH,2007,0.0
WV,OH,2008,0.0
WV,OH,2009,0.0
WV,OH,2010,0.0
WV,OH,2011,0.0
WV,OH,2012,0.0
WV,OH,2013,0.0
WV,OH,2014,933300.0
WV,OH,2015,1057740.0
WV,OH,2016,1514020.0
WV,OH,2017,663680.0
WV,OH,2018,3971710.0
WV,OH,2019,0.0
WV,OH,2020,0.0
WV,OH,2021,0.0
WV,OH,2022,0.0
WV,PA,1990,4639538.0
WV,PA,1994,46665.0
WV,PA,1995,46665.0
WV,PA,1996,25925.0
WV,PA,1997,97478.0
WV,PA,1998,33184.0
WV,PA,1999,0.0
WV,PA,2000,0.0
WV,PA,2001,0.0
WV,PA,2002,103700.0
WV,PA,2003,0.0
WV,PA,2004,225029.0
WV,PA,2005,0.0
WV,PA,2006,54961.0
WV,PA,2007,49776.0
WV,PA,2008,155550.0
WV,PA,2009,155550.0
WV,PA,2010,79849.0
WV,PA,2011,0.0
WV,PA,2012,1252696.0
WV,PA,2013,0.0
WV,PA,2014,191845.0
WV,PA,2015,0.0
WV,PA,2016,0.0
WV,PA,2017,0.0
WV,PA,2018,0.0
WV,PA,2019,0.0
WV,PA,2020,0.0
WV,PA,2021,0.0
WV,PA,2022,0.0
WV,VA,1990,1763937.0
WV,VA,1994,263398.0
WV,VA,1995,0.0
WV,VA,1996,0.0
WV,VA,1997,158661.0
WV,VA,1998,49776.0
WV,VA,1999,0.0
WV,VA,2000,0.0
WV,VA,2001,0.0
WV,VA,2002,0.0
WV,VA,2003,0.0
WV,VA,2004,0.0
WV,VA,2005,0.0
WV,VA,2006,0.0
WV,VA,2007,0.0
WV,VA,2008,0.0
WV,VA,2009,0.0
WV,VA,2010,0.0
WV,VA,2011,0.0
WV,VA,2012,0.0
WV,VA,2013,0.0
WV,VA,2014,0.0
WV,VA,2015,0.0
WV,VA,2016,0.0
WV,VA,2017,0.0
WV,VA,2018,518500.0
WV,VA,2019,0.0
WV,VA,2020,0.0
WV,VA,2021,0.0
WV,VA,2022,0.0
WY,CO,1990,1447444.6
WY,CO,1994,52887.0
WY,CO,1995,0.0
WY,CO,1996,19703.0
WY,CO,1997,230214.0
WY,CO,1998,72590.0
WY,CO,1999,277916.0
WY,CO,2000,138128.4
WY,CO,2001,714285.6
WY,CO,2002,0.0
WY,CO,2003,0.0
WY,CO,2004,0.0
WY,CO,2005,0.0
WY,CO,2006,777750.0
WY,CO,2007,674050.0
WY,CO,2008,445910.0
WY,CO,2009,368342.4
WY,CO,2010,0.0
WY,CO,2011,0.0
WY,CO,2012,0.0
WY,CO,2013,0.0
WY,CO,2014,0.0
WY,CO,2015,0.0
WY,CO,2016,0.0
WY,CO,2017,0.0
WY,CO,2018,230214.0
WY,CO,2019,0.0
WY,CO,2020,0.0
WY,CO,2021,0.0
WY,CO,2022,0.0
WY,MT,1990,162809.0
WY,MT,1994,116144.0
WY,MT,1995,0.0
WY,MT,1996,0.0
WY,MT,1997,0.0
WY,MT,1998,54961.0
WY,MT,1999,0.0
WY,MT,2000,41480.0
WY,MT,2001,0.0
WY,MT,2002,0.0
WY,MT,2003,97478.0
WY,MT,2004,0.0
WY,MT,2005,0.0
WY,MT,2006,0.0
WY,MT,2007,0.0
WY,MT,2008,42517.0
WY,MT,2009,0.0
WY,MT,2010,0.0
WY,MT,2011,494649.0
WY,MT,2012,0.0
WY,MT,2013,0.0
WY,MT,2014,0.0
WY,MT,2015,0.0
WY,MT,2016,0.0
WY,MT,2017,0.0
WY,MT,2018,0.0
WY,MT,2019,0.0
WY,MT,2020,0.0
WY,MT,2021,0.0
WY,MT,2022,0.0
WY,NE,1990,543388.0
WY,NE,1994,0.0
WY,NE,1995,0.0
WY,NE,1996,0.0
WY,NE,1997,373320.0
WY,NE,1998,0.0
WY,NE,1999,0.0
WY,NE,2000,0.0
WY,NE,2001,0.0
WY,NE,2002,335988.0
WY,NE,2003,0.0
WY,NE,2004,0.0
WY,NE,2005,0.0
WY,NE,2006,0.0
WY,NE,2007,0.0
WY,NE,2008,1555500.0
WY,NE,2009,311100.0
WY,NE,2010,0.0
WY,NE,2011,0.0
WY,NE,2012,0.0
WY,NE,2013,0.0
WY,NE,2014,0.0
WY,NE,2015,0.0
WY,NE,2016,0.0
WY,NE,2017,0.0
WY,NE,2018,0.0
WY,NE,2019,0.0
WY,NE,2020,0.0
WY,NE,2021,0.0
WY,NE,2022,0.0
WY,SD,1990,26962.0
WY,SD,1994,1037.0
WY,SD,1995,0.0
WY,SD,1996,0.0
WY,SD,1997,0.0
WY,SD,1998,0.0
WY,SD,1999,0.0
WY,SD,2000,0.0
WY,SD,2001,0.0
WY,SD,2002,0.0
WY,SD,2003,0.0
WY,SD,2004,0.0
WY,SD,2005,0.0
WY,SD,2006,0.0
WY,SD,2007,0.0
WY,SD,2008,0.0
WY,SD,2009,0.0
WY,SD,2010,0.0
WY,SD,2011,0.0
WY,SD,2012,0.0
WY,SD,2013,0.0
WY,SD,2014,0.0
WY,SD,2015,0.0
WY,SD,2016,0.0
WY,SD,2017,0.0
WY,SD,2018,0.0
WY,SD,2019,0.0
WY,SD,2020,0.0
WY,SD,2021,0.0
WY,SD,2022,0.0
WY,UT,1990,1535797.0
WY,UT,1994,860710.0
WY,UT,1995,0.0
WY,UT,1996,21777.0
WY,UT,1997,0.0
WY,UT,1998,138958.0
WY,UT,1999,0.0
WY,UT,2000,0.0
WY,UT,2001,181475.0
WY,UT,2002,0.0
WY,UT,2003,1370914.0
WY,UT,2004,0.0
WY,UT,2005,0.0
WY,UT,2006,0.0
WY,UT,2007,0.0
WY,UT,2008,0.0
WY,UT,2009,0.0
WY,UT,2010,150365.0
WY,UT,2011,1831342.0
WY,UT,2012,0.0
WY,UT,2013,0.0
WY,UT,2014,0.0
WY,UT,2015,0.0
WY,UT,2016,0.0
WY,UT,2017,0.0
WY,UT,2018,0.0
WY,UT,2019,0.0
WY,UT,2020,0.0
WY,UT,2021,0.0
WY,UT,2022,0.0
MN,IA,2023,0.0
CO,OK,2023,0.0
AZ,NM,2023,0.0
AL,MS,2023,0.0
AL,FL,2023,0.0
KY,IN,2023,0.0
WV,KY,2023,5288670.732731359
DE,NJ,2023,0.0
KY,OH,2023,0.0
GA,TN,2023,0.0
AR,OK,2023,0.0
SD,MN,2023,0.0
IA,SD,2023,0.0
SD,IA,2023,0.0
WV,PA,2023,0.0
MT,ND,2023,0.0
MS,TN,2023,0.0
WV,OH,2023,0.0
AR,TX,2023,0.0
GA,AL,2023,0.0
IA,MN,2023,0.0
FL,AL,2023,0.0
MA,NY,2023,0.0
NE,KS,2023,0.0
FL,GA,2023,0.0
KS,NE,2023,0.0
MS,AL,2023,0.0
OK,AR,2023,0.0
OR,ID,2023,0.0
NE,CO,2023,0.0
NM,UT,2023,0.0
UT,NV,2023,734086.9567681346
KY,IL,2023,777750.0
VA,MD,2023,0.0
IL,MO,2023,0.0
AZ,UT,2023,0.0
ID,UT,2023,0.0
WY,ID,2023,0.0
PA,NJ,2023,0.0
MS,LA,2023,0.0
NV,OR,2023,0.0
KY,WV,2023,0.0
SD,NE,2023,0.0
AL,TN,2023,0.0
TN,MO,2023,0.0
SC,GA,2023,0.0
RI,MA,2023,0.0
VA,TN,2023,0.0
IA,NE,2023,0.0
TN,KY,2023,0.0
NE,WY,2023,0.0
NH,VT,2023,13606.226854827619
NV,CA,2023,2710817.7093271315
AL,GA,2023,0.0
VA,DC,2023,0.0
LA,TX,2023,0.0
MD,VA,2023,0.0
WY,SD,2023,61183.0
TX,OK,2023,0.0
WY,MT,2023,0.0
NC,TN,2023,0.0
CA,AZ,2023,0.0
NC,VA,2023,0.0
MT,ID,2023,66249.5730937362
CO,KS,2023,0.0
KY,TN,2023,0.0
TX,LA,2023,0.0
MO,OK,2023,0.0
MN,ND,2023,0.0
KY,VA,2023,0.0
NH,ME,2023,0.0
PA,DE,2023,0.0
MO,KY,2023,0.0
NC,GA,2023,2583140.400344755
NY,MA,2023,1120446.8126969738
MT,WY,2023,0.0
MA,NH,2023,0.0
WV,VA,2023,0.0
DE,PA,2023,0.0
MO,KS,2023,0.0
NJ,NY,2023,0.0
UT,CO,2023,0.0
AR,TN,2023,25925.0
CO,AZ,2023,0.0
SD,ND,2023,0.0
TN,NC,2023,0.0
DC,VA,2023,0.0
OK,NM,2023,0.0
CO,WY,2023,0.0
WY,NE,2023,0.0
TN,AR,2023,0.0
ID,OR,2023,768229.890599566
IL,KY,2023,0.0
WI,IL,2023,0.0
NM,OK,2023,0.0
KS,MO,2023,0.0
WY,UT,2023,0.0
RI,CT,2023,0.0
UT,AZ,2023,0.0
LA,AR,2023,0.0
WI,MI,2023,0.0
CT,RI,2023,285175.0
KS,OK,2023,0.0
IL,IN,2023,0.0
NM,TX,2023,0.0
MO,IL,2023,0.0
ME,NH,2023,0.0
UT,WY,2023,0.0
AR,MS,2023,0.0
AR,LA,2023,0.0
AZ,CA,2023,0.0
OH,KY,2023,0.0
TX,AR,2023,0.0
AZ,NV,2023,0.0
PA,OH,2023,1753567.0
CO,NM,2023,0.0
NM,CO,2023,0.0
IL,WI,2023,0.0
MD,DE,2023,0.0
OH,PA,2023,0.0
WV,MD,2023,0.0
AZ,CO,2023,0.0
KS,CO,2023,0.0
NE,SD,2023,0.0
IA,MO,2023,0.0
MO,AR,2023,0.0
MN,WI,2023,0.0
MD,DC,2023,72756.23834892144
WI,IA,2023,0.0
TN,VA,2023,0.0
GA,SC,2023,0.0
ID,NV,2023,861971.0647165823
ND,MT,2023,0.0
DC,MD,2023,0.0
NE,IA,2023,0.0
MO,IA,2023,541164.4568964511
NV,ID,2023,0.0
NY,NJ,2023,0.0
OK,MO,2023,5210104.666988382
NV,AZ,2023,0.0
MI,OH,2023,0.0
VA,KY,2023,0.0
TN,MS,2023,0.0
MA,CT,2023,0.0
WA,ID,2023,0.0
CO,NE,2023,0.0
ID,WY,2023,0.0
PA,WV,2023,0.0
MO,TN,2023,0.0
LA,MS,2023,0.0
IN,KY,2023,0.0
CT,MA,2023,87108.0
MI,WI,2023,0.0
CO,UT,2023,508130.0
IA,WI,2023,0.0
NY,PA,2023,0.0
ID,WA,2023,0.0
MT,SD,2023,189077.23767509742
KY,MO,2023,0.0
OH,WV,2023,0.0
SD,WY,2023,0.0
UT,ID,2023,0.0
MD,PA,2023,0.0
MO,NE,2023,0.0
IN,OH,2023,0.0
NJ,PA,2023,0.0
ID,MT,2023,0.0
IA,IL,2023,0.0
SC,NC,2023,0.0
NH,MA,2023,0.0
OR,CA,2023,0.0
SD,MT,2023,0.0
NE,MO,2023,0.0
AR,MO,2023,0.0
OH,IN,2023,0.0
IN,IL,2023,0.0
TX,NM,2023,0.0
NC,SC,2023,0.0
VT,NH,2023,3629.492373711326
WI,MN,2023,0.0
NJ,DE,2023,0.0
VA,WV,2023,0.0
VA,NC,2023,3069520.0
ND,SD,2023,0.0
IN,MI,2023,0.0
OR,NV,2023,0.0
VT,MA,2023,0.0
UT,NM,2023,0.0
CA,OR,2023,0.0
DE,MD,2023,0.0
WY,CO,2023,0.0
MD,WV,2023,0.0
ND,MN,2023,0.0
TN,AL,2023,2911755.530434563
TN,GA,2023,1471193.5734222068
NM,AZ,2023,0.0
MI,IN,2023,0.0
MA,VT,2023,20279.142650778616
GA,FL,2023,0.0
NV,UT,2023,0.0
PA,NY,2023,3169182.079026844
GA,NC,2023,0.0
OK,TX,2023,0.0
MA,RI,2023,0.0
OH,MI,2023,515463.3775655981
MN,SD,2023,0.0
OR,WA,2023,0.0
OK,KS,2023,0.0
WA,OR,2023,0.0
IL,IA,2023,0.0
MS,AR,2023,0.0
CA,NV,2023,0.0
OK,CO,2023,0.0
PA,MD,2023,0.0
